5.199994528452e+00,7.542997354363e-03,-1.094309382367e-05,7.542992063090e-03
5.199978113820e+00,1.508597883501e-02,-2.188616462379e-05,7.542968252584e-03
5.199950756138e+00,2.262892856838e-02,-3.282918937260e-05,7.542928568530e-03
5.199912455464e+00,3.017183068095e-02,-4.377214504246e-05,7.542873011013e-03
5.199863211879e+00,3.771466929933e-02,-5.471500860589e-05,7.542801580149e-03
5.199803025485e+00,4.525742855022e-02,-6.565775703564e-05,7.542714276087e-03
5.199731896411e+00,5.280009256053e-02,-7.660036730473e-05,7.542611099010e-03
5.199649824805e+00,6.034264545734e-02,-8.754281638654e-05,7.542492049135e-03
5.199556810839e+00,6.788507136798e-02,-9.848508125483e-05,7.542357126710e-03
5.199452854711e+00,7.542735442004e-02,-1.094271388838e-04,7.542206332018e-03
5.199337956638e+00,8.296947874140e-02,-1.203689662482e-04,7.542039665375e-03
5.199212116863e+00,9.051142846028e-02,-1.313105403234e-04,7.541857127130e-03
5.199075335650e+00,9.805318770528e-02,-1.422518380852e-04,7.541658717665e-03
5.198927613287e+00,1.055947406054e-01,-1.531928365102e-04,7.541444437396e-03
5.198768950084e+00,1.131360712900e-01,-1.641335125758e-04,7.541214286771e-03
5.198599346377e+00,1.206771638890e-01,-1.750738432601e-04,7.540968266273e-03
5.198418802521e+00,1.282180025328e-01,-1.860138055421e-04,7.540706376417e-03
5.198227318896e+00,1.357585713523e-01,-1.969533764017e-04,7.540428617751e-03
5.198024895906e+00,1.432988544789e-01,-2.078925328196e-04,7.540134990857e-03
5.197811533976e+00,1.508388360448e-01,-2.188312517776e-04,7.539825496350e-03
5.197587233556e+00,1.583785001826e-01,-2.297695102588e-04,7.539500134879e-03
5.197351995117e+00,1.659178310258e-01,-2.407072852471e-04,7.539158907125e-03
5.197105819154e+00,1.734568127084e-01,-2.516445537277e-04,7.538801813802e-03
5.196848706186e+00,1.809954293652e-01,-2.625812926869e-04,7.538428855660e-03
5.196580656753e+00,1.885336651317e-01,-2.735174791125e-04,7.538040033479e-03
5.196301671420e+00,1.960715041444e-01,-2.844530899934e-04,7.537635348074e-03
5.196011750773e+00,2.036089305404e-01,-2.953881023201e-04,7.537214800293e-03
5.195710895422e+00,2.111459284579e-01,-3.063224930843e-04,7.536778391018e-03
5.195399106002e+00,2.186824820356e-01,-3.172562392793e-04,7.536326121162e-03
5.195076383166e+00,2.262185754137e-01,-3.281893178999e-04,7.535857991674e-03
5.194742727596e+00,2.337541927328e-01,-3.391217059425e-04,7.535374003535e-03
5.194398139992e+00,2.412893181349e-01,-3.500533804051e-04,7.534874157759e-03
5.194042621081e+00,2.488239357628e-01,-3.609843182874e-04,7.534358455394e-03
5.193676171609e+00,2.563580297605e-01,-3.719144965908e-04,7.533826897522e-03
5.193298792348e+00,2.638915842731e-01,-3.828438923186e-04,7.533279485256e-03
5.192910484093e+00,2.714245834466e-01,-3.937724824756e-04,7.532716219744e-03
5.192511247660e+00,2.789570114286e-01,-4.047002440689e-04,7.532137102167e-03
5.192101083889e+00,2.864888523674e-01,-4.156271541072e-04,7.531542133739e-03
5.191679993643e+00,2.940200904129e-01,-4.265531896012e-04,7.530931315709e-03
5.191247977809e+00,3.015507097160e-01,-4.374783275638e-04,7.530304649356e-03
5.190805037295e+00,3.090806944293e-01,-4.484025450097e-04,7.529662135996e-03
5.190351173033e+00,3.166100287062e-01,-4.593258189560e-04,7.529003776976e-03
5.189886385979e+00,3.241386967018e-01,-4.702481264216e-04,7.528329573676e-03
5.189410677110e+00,3.316666825726e-01,-4.811694444280e-04,7.527639527511e-03
5.188924047428e+00,3.391939704764e-01,-4.920897499985e-04,7.526933639929e-03
5.188426497955e+00,3.467205445725e-01,-5.030090201590e-04,7.526211912409e-03
5.187918029740e+00,3.542463890217e-01,-5.139272319377e-04,7.525474346468e-03
5.187398643852e+00,3.617714879865e-01,-5.248443623651e-04,7.524720943651e-03
5.186868341384e+00,3.692958256306e-01,-5.357603884741e-04,7.523951705540e-03
5.186327123451e+00,3.768193861197e-01,-5.466752873001e-04,7.523166633749e-03
5.185774991193e+00,3.843421536208e-01,-5.575890358811e-04,7.522365729926e-03
5.185211945770e+00,3.918641123027e-01,-5.685016112576e-04,7.521548995751e-03
5.184637988369e+00,3.993852463361e-01,-5.794129904726e-04,7.520716432938e-03
5.184053120196e+00,4.069055398930e-01,-5.903231505718e-04,7.519868043234e-03
5.183457342482e+00,4.144249771475e-01,-6.012320686038e-04,7.519003828422e-03
5.182850656480e+00,4.219435422754e-01,-6.121397216196e-04,7.518123790313e-03
5.182233063468e+00,4.294612194543e-01,-6.230460866731e-04,7.517227930757e-03
5.181604564744e+00,4.369779928637e-01,-6.339511408212e-04,7.516316251633e-03
5.180965161631e+00,4.444938466850e-01,-6.448548611235e-04,7.515388754855e-03
5.180314855474e+00,4.520087651016e-01,-6.557572246425e-04,7.514445442371e-03
5.179653647642e+00,4.595227322986e-01,-6.666582084437e-04,7.513486316161e-03
5.178981539525e+00,4.670357324633e-01,-6.775577895956e-04,7.512511378240e-03
5.178298532538e+00,4.745477497852e-01,-6.884559451697e-04,7.511520630653e-03
5.177604628117e+00,4.820587684554e-01,-6.993526522407e-04,7.510514075483e-03
5.176899827724e+00,4.895687726676e-01,-7.102478878864e-04,7.509491714841e-03
5.176184132840e+00,4.970777466173e-01,-7.211416291876e-04,7.508453550877e-03
5.175457544971e+00,5.045856745023e-01,-7.320338532285e-04,7.507399585768e-03
5.174720065647e+00,5.120925405226e-01,-7.429245370966e-04,7.506329821730e-03
5.173971696418e+00,5.195983288802e-01,-7.538136578825e-04,7.505244261009e-03
5.173212438860e+00,5.271030237798e-01,-7.647011926805e-04,7.504142905884e-03
5.172442294569e+00,5.346066094280e-01,-7.755871185879e-04,7.503025758670e-03
5.171661265166e+00,5.421090700339e-01,-7.864714127058e-04,7.501892821713e-03
5.170869352295e+00,5.496103898090e-01,-7.973540521385e-04,7.500744097393e-03
5.170066557621e+00,5.571105529670e-01,-8.082350139939e-04,7.499579588122e-03
5.169252882834e+00,5.646095437244e-01,-8.191142753837e-04,7.498399296347e-03
5.168428329645e+00,5.721073462997e-01,-8.299918134230e-04,7.497203224547e-03
5.167592899789e+00,5.796039449143e-01,-8.408676052307e-04,7.495991375236e-03
5.166746595024e+00,5.870993237919e-01,-8.517416279291e-04,7.494763750959e-03
5.165889417131e+00,5.945934671587e-01,-8.626138586448e-04,7.493520354295e-03
5.165021367912e+00,6.020863592439e-01,-8.734842745076e-04,7.492261187857e-03
5.164142449194e+00,6.095779842787e-01,-8.843528526517e-04,7.490986254290e-03
5.163252662827e+00,6.170683264976e-01,-8.952195702149e-04,7.489695556272e-03
5.162352010682e+00,6.245573701374e-01,-9.060844043388e-04,7.488389096517e-03
5.161440494654e+00,6.320450994377e-01,-9.169473321694e-04,7.487066877768e-03
5.160518116661e+00,6.395314986408e-01,-9.278083308563e-04,7.485728902805e-03
5.159584878643e+00,6.470165519921e-01,-9.386673775536e-04,7.484375174438e-03
5.158640782564e+00,6.545002437395e-01,-9.495244494191e-04,7.483005695513e-03
5.157685830410e+00,6.619825581339e-01,-9.603795236150e-04,7.481620468906e-03
5.156720024190e+00,6.694634794291e-01,-9.712325773077e-04,7.480219497530e-03
5.155743365936e+00,6.769429918817e-01,-9.820835876679e-04,7.478802784327e-03
5.154755857703e+00,6.844210797514e-01,-9.929325318705e-04,7.477370332275e-03
5.153757501569e+00,6.918977273010e-01,-1.003779387095e-03,7.475922144385e-03
5.152748299633e+00,6.993729187959e-01,-1.014624130524e-03,7.474458223700e-03
5.151728254020e+00,7.068466385051e-01,-1.025466739347e-03,7.472978573295e-03
5.150697366874e+00,7.143188707003e-01,-1.036307190757e-03,7.471483196282e-03
5.149655640365e+00,7.217895996565e-01,-1.047145461949e-03,7.469972095802e-03
5.148603076684e+00,7.292588096518e-01,-1.057981530126e-03,7.468445275031e-03
5.147539678046e+00,7.367264849676e-01,-1.068815372495e-03,7.466902737178e-03
5.146465446689e+00,7.441926098882e-01,-1.079646966267e-03,7.465344485486e-03
5.145380384871e+00,7.516571687017e-01,-1.090476288656e-03,7.463770523228e-03
5.144284494876e+00,7.591201456989e-01,-1.101303316884e-03,7.462180853714e-03
5.143177779010e+00,7.665815251744e-01,-1.112128028177e-03,7.460575480284e-03
5.142060239600e+00,7.740412914260e-01,-1.122950399763e-03,7.458954406312e-03
5.140931878998e+00,7.814994287547e-01,-1.133770408879e-03,7.457317635206e-03
5.139792699577e+00,7.889559214652e-01,-1.144588032765e-03,7.455665170405e-03
5.138642703735e+00,7.964107538654e-01,-1.155403248665e-03,7.453997015383e-03
5.137481893890e+00,8.038639102670e-01,-1.166216033829e-03,7.452313173646e-03
5.136310272485e+00,8.113153749850e-01,-1.177026365514e-03,7.450613648734e-03
5.135127841985e+00,8.187651323379e-01,-1.187834220979e-03,7.448898444218e-03
5.133934604876e+00,8.262131666481e-01,-1.198639577490e-03,7.447167563703e-03
5.132730563670e+00,8.336594622412e-01,-1.209442412317e-03,7.445421010829e-03
5.131515720900e+00,8.411040034468e-01,-1.220242702737e-03,7.443658789265e-03
5.130290079120e+00,8.485467745981e-01,-1.231040426032e-03,7.441880902716e-03
5.129053640911e+00,8.559877600318e-01,-1.241835559487e-03,7.440087354919e-03
5.127806408872e+00,8.634269440887e-01,-1.252628080395e-03,7.438278149644e-03
5.126548385629e+00,8.708643111132e-01,-1.263417966055e-03,7.436453290694e-03
5.125279573826e+00,8.782998454535e-01,-1.274205193768e-03,7.434612781904e-03
5.123999976135e+00,8.857335314617e-01,-1.284989740844e-03,7.432756627143e-03
5.122709595246e+00,8.931653534938e-01,-1.295771584597e-03,7.430884830314e-03
5.121408433874e+00,9.005952959096e-01,-1.306550702348e-03,7.428997395350e-03
5.120096494757e+00,9.080233430731e-01,-1.317327071421e-03,7.427094326218e-03
5.118773780655e+00,9.154494793520e-01,-1.328100669149e-03,7.425175626920e-03
5.117440294350e+00,9.228736891182e-01,-1.338871472869e-03,7.423241301488e-03
5.116096038648e+00,9.302959567476e-01,-1.349639459924e-03,7.421291353988e-03
5.114741016377e+00,9.377162666202e-01,-1.360404607663e-03,7.419325788519e-03
5.113375230387e+00,9.451346031200e-01,-1.371166893441e-03,7.417344609213e-03
5.111998683552e+00,9.525509506354e-01,-1.381926294619e-03,7.415347820234e-03
5.110611378767e+00,9.599652935587e-01,-1.392682788565e-03,7.413335425780e-03
5.109213318951e+00,9.673776162865e-01,-1.403436352650e-03,7.411307430081e-03
5.107804507046e+00,9.747879032198e-01,-1.414186964255e-03,7.409263837399e-03
5.106384946014e+00,9.821961387637e-01,-1.424934600766e-03,7.407204652031e-03
5.104954638843e+00,9.896023073277e-01,-1.435679239573e-03,7.405129878305e-03
5.103513588542e+00,9.970063933257e-01,-1.446420858074e-03,7.403039520583e-03
5.102061798142e+00,1.004408381176e+00,-1.457159433675e-03,7.400933583257e-03
5.100599270696e+00,1.011808255300e+00,-1.467894943785e-03,7.398812070757e-03
5.099126009283e+00,1.019206000127e+00,-1.478627365823e-03,7.396674987540e-03
5.097642017002e+00,1.026601600087e+00,-1.489356677210e-03,7.394522338099e-03
