0,nan,nan
1,0.22278063,0.39269908
2,0.16527779,0.45394375
3,0.13089969,0.39269908
4,0.10820974,0.32374221
5,0.092164195,0.27149652
6,0.080235449,0.23273514
7,0.071026863,0.20329656
8,0.063706772,0.18031725
9,0.057750066,0.16193299
0,nan,nan
0.1,0.31821979,0.3339507
0.2,0.30423802,0.3358036
0.3,0.2912898,0.33889347
0.4,0.27928335,0.3432191
0.5,0.26813403,0.348771
0.6,0.25776456,0.35552291
0.7,0.24810479,0.36342019
0.8,0.23909135,0.37236534
0.9,0.2306671,0.38220184
0,nan,nan
0.01,0.33176814,0.33333951
0.02,0.33021519,0.33335802
0.03,0.32867437,0.33338889
0.04,0.32714559,0.3334321
0.05,0.32562874,0.33348766
0.06,0.32412371,0.33355557
0.07,0.3226304,0.33363582
0.08,0.32114871,0.33372843
0.09,0.31967854,0.33383339
0,nan,nan
0.001,0.33317626,0.3333334
0.002,0.33301931,0.33333358
0.003,0.33286248,0.33333389
0.004,0.33270578,0.33333432
0.005,0.3325492,0.33333488
0.006,0.33239274,0.33333556
0.007,0.33223641,0.33333636
0.008,0.3320802,0.33333728
0.009,0.33192411,0.33333833
0,nan,nan
0.0001,0.33331762,0.33333333
0.0002,0.33330191,0.33333334
0.0003,0.3332862,0.33333334
0.0004,0.33327049,0.33333334
0.0005,0.33325478,0.33333335
0.0006,0.33323907,0.33333336
0.0007,0.33322337,0.33333336
0.0008,0.33320766,0.33333337
0.0009,0.33319196,0.33333338
0,nan,nan
1e-05,0.33333176,0.33333333
2e-05,0.33333019,0.33333333
3e-05,0.33332862,0.33333333
4e-05,0.33332705,0.33333333
5e-05,0.33332548,0.33333333
6e-05,0.33332391,0.33333333
7e-05,0.33332233,0.33333333
8e-05,0.33332076,0.33333333
9e-05,0.33331919,0.33333333
0,nan,nan
1e-06,0.33333318,0.33333333
2e-06,0.33333302,0.33333333
3e-06,0.33333286,0.33333333
4e-06,0.3333327,0.33333333
5e-06,0.33333255,0.33333333
6e-06,0.33333239,0.33333333
7e-06,0.33333223,0.33333333
8e-06,0.33333208,0.33333333
9e-06,0.33333192,0.33333333
0,nan,nan
1e-07,0.33333332,0.33333333
2e-07,0.3333333,0.33333333
3e-07,0.33333329,0.33333333
4e-07,0.33333327,0.33333333
5e-07,0.33333325,0.33333333
6e-07,0.33333324,0.33333333
7e-07,0.33333322,0.33333333
8e-07,0.33333321,0.33333333
9e-07,0.33333319,0.33333333
0,nan,nan
1e-08,0.33333333,0.33333333
2e-08,0.33333333,0.33333334
3e-08,0.33333333,0.33333334
4e-08,0.33333333,0.33333333
5e-08,0.33333333,0.33333333
6e-08,0.33333332,0.33333333
7e-08,0.33333332,0.33333333
8e-08,0.33333332,0.33333333
9e-08,0.33333332,0.33333333
0,nan,nan
1e-09,0.33333336,0.33333336
2e-09,0.33333336,0.33333333
3e-09,0.33333336,0.33333334
4e-09,0.33333336,0.33333335
5e-09,0.33333334,0.33333334
6e-09,0.33333334,0.33333334
7e-09,0.33333333,0.33333333
8e-09,0.33333333,0.33333333
9e-09,0.33333334,0.33333334
0,nan,nan
1e-10,0.33333336,0.33333336
2e-10,0.33333336,0.33333336
3e-10,0.33333336,0.33333336
4e-10,0.33333336,0.33333336
5e-10,0.33333336,0.33333336
6e-10,0.33333336,0.33333336
7e-10,0.33333336,0.33333336
8e-10,0.33333336,0.33333336
9e-10,0.33333336,0.33333336
0,nan,nan
1e-11,0.33333336,0.33333336
2e-11,0.33333336,0.33333336
3e-11,0.33333336,0.33333336
4e-11,0.33333336,0.33333336
5e-11,0.33333336,0.33333336
6e-11,0.33333336,0.33333336
7e-11,0.33333336,0.33333336
8e-11,0.33333336,0.33333336
9e-11,0.33333336,0.33333336
0,nan,nan
1e-12,0.33339997,0.33334446
2e-12,0.33334446,0.33331671
3e-12,0.33336297,0.33334446
4e-12,0.33334446,0.33333059
5e-12,0.33333336,0.33333336
6e-12,0.33334446,0.33333521
7e-12,0.33333653,0.3333286
8e-12,0.33334446,0.33333752
9e-12,0.3333383,0.33333213
0,nan,nan
1e-13,0.33306691,0.33306691
2e-13,0.33362202,0.33334446
3e-13,0.33343698,0.33325194
4e-13,0.33334446,0.33320569
5e-13,0.333511,0.33339997
6e-13,0.33343698,0.33334446
7e-13,0.33338411,0.33338411
8e-13,0.33334446,0.33334446
9e-13,0.33331362,0.33331362
0,nan,nan
1e-14,0.33306691,0.33306691
2e-14,0.33306691,0.33306691
3e-14,0.33306691,0.33306691
4e-14,0.33306691,0.33306691
5e-14,0.33306691,0.33306691
6e-14,0.33306691,0.33306691
7e-14,0.33306691,0.33306691
8e-14,0.33306691,0.33306691
9e-14,0.33306691,0.33306691
0,nan,nan
1e-15,0.44408921,0.38857806
2e-15,0.33306691,0.33306691
3e-15,0.37007434,0.35157062
4e-15,0.33306691,0.33306691
5e-15,0.35527137,0.34416914
6e-15,0.33306691,0.33306691
7e-15,0.34892724,0.34099707
8e-15,0.33306691,0.33306691
9e-15,0.34540272,0.33923481
0,nan,nan
1e-16,0,0
2e-16,0.55511151,0.27755576
3e-16,0.37007434,0.18503717
4e-16,0.55511151,0.41633363
5e-16,0.44408921,0.33306691
6e-16,0.37007434,0.37007434
7e-16,0.31720658,0.31720658
8e-16,0.41633363,0.3469447
9e-16,0.37007434,0.30839528
0,nan,nan
1e-17,0,0
2e-17,0,0
3e-17,0,0
4e-17,0,0
5e-17,0,0
6e-17,0,0
7e-17,0,0
8e-17,0,0
9e-17,0,0
0,nan,nan
1e-18,0,0
2e-18,0,0
3e-18,0,0
4e-18,0,0
5e-18,0,0
6e-18,0,0
7e-18,0,0
8e-18,0,0
9e-18,0,0
0,nan,nan
1e-19,0,0
2e-19,0,0
3e-19,0,0
4e-19,0,0
5e-19,0,0
6e-19,0,0
7e-19,0,0
8e-19,0,0
9e-19,0,0
