0,nan,nan
1,0.22278064,0.39269909
2,0.16527779,0.45394376
3,0.1308997,0.39269909
4,0.10820974,0.32374221
5,0.092164196,0.2714965
6,0.080235451,0.23273514
7,0.071026862,0.20329656
8,0.063706771,0.18031725
9,0.057750065,0.16193299
0,nan,nan
0.1,0.31821987,0.33395079
0.2,0.30423808,0.33580369
0.30000001,0.29128987,0.33889356
0.40000001,0.27928334,0.34321907
0.5,0.26813403,0.34877101
0.60000002,0.25776455,0.35552293
0.69999999,0.24810478,0.36342019
0.80000001,0.23909137,0.37236536
0.89999998,0.2306671,0.38220185
0,nan,nan
0.0099999998,0.33176783,0.33333921
0.02,0.33021489,0.33335772
0.029999999,0.32867408,0.3333886
0.039999999,0.32714531,0.33343181
0.050000001,0.32562843,0.33348733
0.059999999,0.32412341,0.33355525
0.07,0.32263064,0.33363608
0.079999998,0.3211489,0.33372861
0.090000004,0.31967866,0.33383352
0,nan,nan
0.001,0.33319181,0.33334896
0.0020000001,0.33301502,0.33332929
0.003,0.33286482,0.33333623
0.0040000002,0.3327015,0.33333004
0.0049999999,0.33254889,0.33333457
0.0060000001,0.33239508,0.3333379
0.0070000002,0.33223495,0.33333489
0.0080000004,0.33208087,0.33333796
0.0089999996,0.33192205,0.33333626
0,nan,nan
9.9999997e-05,0.33337295,0.33338866
0.00019999999,0.33335721,0.33338866
0.00030000001,0.33334148,0.33338866
0.00039999999,0.3332265,0.33328933
0.00050000002,0.33323061,0.33330917
0.00060000003,0.33322817,0.33332244
0.00069999998,0.33322194,0.33333194
0.00079999998,0.33321333,0.33333904
0.00089999998,0.33320314,0.33334455
0,nan,nan
9.9999997e-06,0.33378446,0.33378604
1.9999999e-05,0.33378288,0.33378604
2.9999999e-05,0.3337813,0.33378604
3.9999999e-05,0.33377972,0.33378604
4.9999999e-05,0.33298346,0.3329913
5.9999998e-05,0.33311433,0.33312374
7.0000002e-05,0.33320737,0.33321834
7.9999998e-05,0.33327675,0.33328933
9.0000001e-05,0.33333036,0.33334449
0,nan,nan
1e-06,0.3178913,0.31789145
2e-06,0.33775935,0.33775967
3.0000001e-06,0.33113644,0.33113691
4e-06,0.33775902,0.33775967
4.9999999e-06,0.33378524,0.33378604
6.0000002e-06,0.33113599,0.33113691
7.0000001e-06,0.33492023,0.33492133
8e-06,0.33279136,0.33279261
9.0000003e-06,0.33113551,0.33113691
0,nan,nan
1e-07,0.39736429,0.39736429
2e-07,0.39736426,0.39736429
3.0000001e-07,0.39736423,0.39736429
4e-07,0.29802316,0.29802322
5e-07,0.31789139,0.31789145
6.0000002e-07,0.33113682,0.33113691
6.9999999e-07,0.34059787,0.34059799
8.0000001e-07,0.34769362,0.34769377
8.9999997e-07,0.35321257,0.35321271
0,nan,nan
9.9999999e-09,0,0
2e-08,0,0
2.9999999e-08,0,0
4e-08,0,0
5.0000001e-08,0,0
5.9999998e-08,0.66227382,0.66227388
6.9999999e-08,0.56766325,0.56766331
8e-08,0.49670535,0.49670538
9e-08,0.44151586,0.44151589
0,nan,nan
9.9999997e-10,0,0
1.9999999e-09,0,0
3e-09,0,0
3.9999999e-09,0,0
5e-09,0,0
6.0000001e-09,0,0
7.0000001e-09,0,0
7.9999998e-09,0,0
8.9999999e-09,0,0
0,nan,nan
1e-10,0,0
2e-10,0,0
3e-10,0,0
4.0000001e-10,0,0
4.9999999e-10,0,0
5.9999999e-10,0,0
7e-10,0,0
8.0000001e-10,0,0
9.0000002e-10,0,0
0,nan,nan
1e-11,0,0
2e-11,0,0
2.9999999e-11,0,0
4e-11,0,0
5.0000001e-11,0,0
5.9999998e-11,0,0
6.9999999e-11,0,0
8e-11,0,0
9.0000001e-11,0,0
0,nan,nan
1e-12,0,0
2e-12,0,0
3e-12,0,0
4e-12,0,0
5e-12,0,0
6e-12,0,0
7e-12,0,0
8e-12,0,0
9.0000004e-12,0,0
0,nan,nan
9.9999998e-14,0,0
2e-13,0,0
2.9999999e-13,0,0
3.9999999e-13,0,0
5e-13,0,0
5.9999998e-13,0,0
7.0000001e-13,0,0
7.9999999e-13,0,0
9.0000002e-13,0,0
0,nan,nan
9.9999998e-15,0,0
2e-14,0,0
2.9999999e-14,0,0
3.9999999e-14,0,0
4.9999999e-14,0,0
5.9999999e-14,0,0
7.0000002e-14,0,0
7.9999999e-14,0,0
9.0000002e-14,0,0
0,nan,nan
1e-15,0,0
2e-15,0,0
2.9999999e-15,0,0
4e-15,0,0
4.9999999e-15,0,0
5.9999998e-15,0,0
7.0000001e-15,0,0
8e-15,0,0
9.0000004e-15,0,0
0,nan,nan
1e-16,0,0
2e-16,0,0
3.0000001e-16,0,0
4.0000001e-16,0,0
5e-16,0,0
6.0000002e-16,0,0
6.9999999e-16,0,0
8.0000001e-16,0,0
9.0000004e-16,0,0
0,nan,nan
9.9999998e-18,0,0
2e-17,0,0
3.0000001e-17,0,0
3.9999999e-17,0,0
5.0000001e-17,0,0
6.0000002e-17,0,0
7.0000001e-17,0,0
7.9999999e-17,0,0
8.9999997e-17,0,0
0,nan,nan
1e-18,0,0
2.0000001e-18,0,0
3e-18,0,0
4.0000002e-18,0,0
4.9999999e-18,0,0
6.0000001e-18,0,0
7.0000002e-18,0,0
8.0000004e-18,0,0
8.9999997e-18,0,0
0,nan,nan
9.9999997e-20,0,0
1.9999999e-19,0,0
3e-19,0,0
3.9999999e-19,0,0
5.0000002e-19,0,0
6.0000001e-19,0,0
6.9999999e-19,0,0
7.9999997e-19,0,0
9.0000001e-19,0,0
