eigval
3.65747889e+03
1.23579787e+03
5.08241634e+03
2.49251623e+02
5.46163560e+03
2.17193562e+03
4.41888318e+03
8.08973380e+02
5.36668220e+03
1.62045865e+03
3.15160237e+03
1.97003959e+01
5.59925021e+03
2.68233722e+03
4.07298003e+03
3.26659809e+02
4.85175700e+03
1.01316845e+03
3.36077647e+03
5.94223148e+01
5.55098313e+03
2.44860500e+03
4.71560630e+03
5.15130067e+02
5.62588853e+03
1.41352445e+03
3.81350047e+03
1.62242500e+02
3.96621413e+03
6.54386953e+02
1.96873279e+03
5.19127010e+03
4.05764413e+00
2.84672955e+03
9.08633251e+02
5.42583474e+03
5.82777830e+02
4.76767575e+03
1.85791472e+03
5.57451520e+03
1.04307697e+02
3.58973182e+03
1.31372135e+03
4.96355225e+03
3.92199499e+02
4.30007118e+03
2.51850693e+03
5.61494953e+03
5.14662732e+01
3.26809909e+03
1.72722824e+03
5.27791249e+03
1.98928987e+02
4.51488560e+03
2.01350006e+03
5.50220429e+03
4.39352564e+02
3.01112154e+03
1.10381525e+03
5.32368941e+03
7.14440969e+02
4.23927573e+03
2.28654895e+03
5.60758983e+03
7.90860688e+00
3.87938499e+03
1.49517707e+03
4.86815741e+03
9.13278807e+01
4.45762313e+03
1.77049383e+03
5.43506039e+03
2.96275961e+02
3.08143574e+03
9.42949408e+02
5.21686012e+03
5.28336791e+02
4.13602362e+03
2.77624292e+03
5.62803017e+03
3.55635194e+01
3.47580331e+03
1.57833990e+03
5.12443723e+03
1.30550839e+02
4.64435760e+03
2.26354164e+03
5.53124240e+03
3.58642049e+02
3.31450313e+03
1.17853205e+03
5.33470072e+03
7.76880755e+02
4.15685998e+03
2.61202267e+03
5.62118471e+03
1.18165908e+01
3.54430500e+03
1.27453997e+03
4.93233436e+03
7.53363279e+01
4.57109910e+03
1.92421076e+03
5.48654056e+03
2.40397075e+02
2.96418524e+03
8.58177860e+02
5.24178572e+03
5.96786739e+02
4.35995289e+03
2.35579913e+03
5.56315328e+03
3.95372627e+01
3.72471633e+03
1.37329307e+03
5.03898733e+03
1.48949583e+02
4.75045192e+03
2.10372023e+03
5.58505099e+03
4.63945942e+02
3.19827635e+03
1.06718226e+03
5.38711783e+03
7.45366989e+02
4.00916557e+03
2.58861508e+03
5.63372903e+03
1.57511069e+01
3.45287941e+03
1.68427537e+03
4.90053309e+03
2.36588210e+01
4.43830876e+03
1.99108655e+03
5.47842593e+03
2.67513769e+02
2.91721611e+03
9.77797732e+02
5.15165554e+03
4.89207573e+02
4.25964006e+03
2.56522550e+03
5.53801877e+03
1.19358727e+02
3.76923727e+03
1.47461873e+03
5.09658110e+03
1.83671223e+02
4.68023822e+03
2.05850007e+03
5.62376214e+03
4.15434702e+02
3.12823261e+03
1.14093532e+03
5.40683752e+03
6.84111430e+02
3.92294990e+03
2.79973573e+03
5.64094537e+03
6.73792805e+01
3.52151770e+03
1.53657548e+03
4.97893968e+03
2.76232852e+01
4.55248002e+03
1.81406005e+03
5.51710764e+03
3.16353117e+02
3.03457327e+03
