eigval
3.78005230e+03
1.33967293e+03
5.02042209e+03
1.88548507e+02
5.55430850e+03
2.18410630e+03
4.32656104e+03
6.35361558e+02
5.23303380e+03
1.73691634e+03
3.30417655e+03
4.37287817e+01
5.45421014e+03
2.60192688e+03
4.59288190e+03
3.81382108e+02
4.81847081e+03
1.07015063e+03
3.66890655e+03
1.00518444e+02
5.61917442e+03
2.43835096e+03
4.01836477e+03
4.68146400e+02
5.32335144e+03
9.09246484e+02
2.86021778e+03
2.71924025e+02
5.51286962e+03
1.95752661e+03
4.69977374e+03
3.94741749e+00
5.07742898e+03
1.58686716e+03
3.46521286e+03
5.23283846e+01
5.60892696e+03
2.71924174e+03
4.22623515e+03
7.91493456e+02
5.17106841e+03
1.18295122e+03
3.07134932e+03
4.29961947e+02
5.49227297e+03
2.04752986e+03
4.44345079e+03
1.33932394e+02
4.94570408e+03
1.29984771e+03
3.60148974e+03
1.70716658e+01
5.62524931e+03
2.48498056e+03
3.91118304e+03
6.80653429e+02
5.37412924e+03
8.57959706e+02
3.18809010e+03
3.24482088e+02
5.57817131e+03
2.13838817e+03
4.76841728e+03
1.48610001e+02
5.10498785e+03
1.48222718e+03
3.73578568e+03
1.02809074e+01
5.59378553e+03
2.34541870e+03
4.16484455e+03
5.62928963e+02
5.27957020e+03
1.03350992e+03
2.97762245e+03
2.23799471e+02
5.41153708e+03
1.82434456e+03
4.50037738e+03
7.71910505e+01
4.88324357e+03
1.42054641e+03
3.39643840e+03
2.88485210e+01
5.61751813e+03
2.64882006e+03
4.08167608e+03
7.11594048e+02
5.39319347e+03
1.22147591e+03
3.35038249e+03
3.46726445e+02
5.53768998e+03
2.23000006e+03
4.64690391e+03
1.80192186e+02
4.97604534e+03
1.62933264e+03
3.86776323e+03
1.06824483e+02
5.60345580e+03
2.53170178e+03
4.26667133e+03
5.07803940e+02
5.20874855e+03
8.41135497e+02
2.90720099e+03
2.92420184e+02
5.48503255e+03
1.89064581e+03
4.40492842e+03
1.93834629e+00
4.91476728e+03
1.40017868e+03
3.51083755e+03
6.78945344e-01
5.62189448e+03
2.78972241e+03
4.12344327e+03
7.43121445e+02
5.30180834e+03
1.12602097e+03
3.11811114e+03
4.05335903e+02
5.52565872e+03
2.09285846e+03
4.68228055e+03
1.64031358e+02
5.13190667e+03
1.56576208e+03
3.71355498e+03
6.16980830e+01
5.57378389e+03
2.29914200e+03
4.36596155e+03
5.91437777e+02
5.24492340e+03
9.79483727e+02
3.02451540e+03
2.42511735e+02
5.46219378e+03
1.78048628e+03
4.53774168e+03
1.97243520e+01
4.85114176e+03
1.26044504e+03
3.62401914e+03
4.79321755e+01
5.62493416e+03
2.55509268e+03
3.97573407e+03
6.65405867e+02
5.34419345e+03
1.05176880e+03
3.25783348e+03
4.55253370e+02
5.59720374e+03
2.02494495e+03
4.73436377e+03
1.20002604e+02
5.04923777e+03
1.69364692e+03
3.84594212e+03
8.84745747e+01
5.55946551e+03
2.41507459e+03
4.20586838e+03
5.35048424e+02
5.18379427e+03
9.44104170e+02
2.83672043e+03
2.61941640e+02
5.42043704e+03
1.91287708e+03
4.48151789e+03
6.72621686e+00
5.00578258e+03
1.46157210e+03
3.44233143e+03
1.23499208e+01
5.61361513e+03
2.76622504e+03
4.03955465e+03
7.75226821e+02
5.38375111e+03
1.16385890e+03
3.21136624e+03
3.69659399e+02
5.58236549e+03
2.16122448e+03
4.62902293e+03
2.05810060e+02
5.11852774e+03
1.52381463e+03
3.69126142e+03
6.66709501e+01
5.56443066e+03
2.36860684e+03
4.30670161e+03
6.05925306e+02
5.26819241e+03
9.61729329e+02
3.00107549e+03
3.02932529e+02
5.46999242e+03
1.84637800e+03
4.57462438e+03
2.56129156e+01
4.83487686e+03
1.35974052e+03
3.55626740e+03
5.24006700e+00
5.62381981e+03
2.62536691e+03
3.93277872e+03
7.27284945e+02
5.31266715e+03
1.10727801e+03
3.28102135e+03
3.93274552e+02
5.60628912e+03
2.25300881e+03
4.71713522e+03
1.56227973e+02
5.03490749e+03
1.67212868e+03
3.80208513e+03
1.13319353e+02
5.53176930e+03
2.46165349e+03
4.18540437e+03
4.94422602e+02
5.15817793e+03
8.92016388e+02
2.88371185e+03
2.33065567e+02
5.49932629e+03
1.86847893e+03
4.42424585e+03
1.46135059e+01
