eigval
1.12162578e+03
4.57039928e+03
2.66914452e+02
5.36602404e+03
1.09972882e+01
3.19755835e+03
2.58789795e+03
5.05293773e+03
7.29162568e+02
3.52080116e+03
1.61975408e+03
5.60288250e+03
4.63305814e+02
4.07226950e+03
2.05778778e+03
5.52362908e+03
1.35950335e+02
3.83481783e+03
8.57501780e+02
4.89984492e+03
4.69508374e+01
4.29936475e+03
1.81335156e+03
5.24111706e+03
3.05614516e+02
2.89300518e+03
1.43309112e+03
5.56251204e+03
7.92183371e+02
4.39864351e+03
2.30888027e+03
5.47777906e+03
2.99977776e+00
3.36005903e+03
1.68356941e+03
5.16434904e+03
1.90636548e+02
4.78407247e+03
2.12569577e+03
5.62306964e+03
5.41055922e+02
3.03385504e+03
1.03036134e+03
5.32302736e+03
6.39094321e+02
3.98701790e+03
2.40142409e+03
5.62766554e+03
7.48748348e+01
3.45216244e+03
1.33277646e+03
4.97825513e+03
1.13613803e+02
4.64365996e+03
1.94572966e+03
5.50155980e+03
2.76317309e+02
3.26738129e+03
9.59625865e+02
5.40618325e+03
5.01441457e+02
4.13531412e+03
2.72855593e+03
5.59408842e+03
2.69837680e+01
3.76852282e+03
1.53587289e+03
5.10991096e+03
6.99888871e+00
4.47612259e+03
1.90133561e+03
5.46098699e+03
3.91570755e+02
2.98694008e+03
1.21590202e+03
5.25332935e+03
5.82123405e+02
4.02980907e+03
2.54113871e+03
5.61427580e+03
5.49326731e+01
3.65676339e+03
1.72652140e+03
4.83452553e+03
1.68635457e+02
4.73240033e+03
2.23986062e+03
5.55034199e+03
3.69029455e+02
3.31378549e+03
9.07954236e+02
5.34487707e+03
7.60381265e+02
4.23856810e+03
2.68161965e+03
5.63038991e+03
1.89919521e+01
3.61165230e+03
1.29338081e+03
4.94733075e+03
3.89661484e+01
4.60727575e+03
2.01278839e+03
5.43440900e+03
2.31141571e+02
2.84601147e+03
1.08474952e+03
5.19059782e+03
5.54584931e+02
4.35924774e+03
2.47116361e+03
5.58440672e+03
9.50215847e+01
3.70164799e+03
1.49447553e+03
5.08173725e+03
1.54952681e+02
4.51418422e+03
1.85720547e+03
5.55652718e+03
4.26674093e+02
3.10412502e+03
9.94734846e+02
5.28894984e+03
6.68510509e+02
3.92223724e+03
2.49446463e+03
5.61073288e+03
1.49949761e+01
3.40618898e+03
1.39265928e+03
4.86746786e+03
8.68496068e+01
4.69729104e+03
2.19405650e+03
5.50910772e+03
3.47185044e+02
3.15088426e+03
1.17784055e+03
5.38646162e+03
6.10295885e+02
4.19754827e+03
2.79901777e+03
5.63695777e+03
6.69000736e+01
3.87867178e+03
1.57763630e+03
5.13745085e+03
2.06269554e+02
4.43760543e+03
1.76978615e+03
5.57924464e+03
4.50926918e+02
