         x    Result     Exact
    0.0000    0.0000    0.0000
    0.0909    1.2661    0.5062
    0.1818    1.2442    0.6559
    0.2727    1.1101    0.6619
    0.3636    0.9468    0.6100
    0.4545    0.7795    0.5349
    0.5455    0.6154    0.4503
    0.6364    0.4559    0.3619
    0.7273    0.3007    0.2721
    0.8182    0.1490    0.1816
    0.9091    0.0000    0.0908
    1.0000    0.0000    0.0000
