         x    Result     Exact
    0.0000    0.0000    0.0000
    0.0909    1.5554    0.5062
    0.1818    1.5869    0.6559
    0.2727    1.4842    0.6619
    0.3636    1.3276    0.6100
    0.4545    1.1491    0.5349
    0.5455    0.9618    0.4503
    0.6364    0.7711    0.3619
    0.7273    0.5789    0.2721
    0.8182    0.3861    0.1816
    0.9091    0.1931    0.0908
    1.0000    0.0000    0.0000
