         x    Result     Exact
    0.1059    0.5554    0.5473
    0.1069    0.5578    0.5497
    0.1079    0.5602    0.5522
    0.1089    0.5626    0.5545
    0.1099    0.5649    0.5569
    0.1109    0.5672    0.5592
    0.1119    0.5695    0.5615
    0.1129    0.5717    0.5637
    0.1139    0.5739    0.5659
    0.1149    0.5761    0.5681
    0.1159    0.5783    0.5703
    0.1169    0.5804    0.5724
    0.1179    0.5824    0.5745
    0.1189    0.5845    0.5765
    0.1199    0.5865    0.5786
    0.1209    0.5885    0.5806
    0.1219    0.5905    0.5825
    0.1229    0.5924    0.5845
    0.1239    0.5943    0.5864
    0.1249    0.5962    0.5883
    0.1259    0.5980    0.5901
    0.1269    0.5998    0.5919
    0.1279    0.6016    0.5937
    0.1289    0.6034    0.5955
    0.1299    0.6051    0.5972
    0.1309    0.6068    0.5990
    0.1319    0.6085    0.6007
    0.1329    0.6101    0.6023
    0.1339    0.6118    0.6039
    0.1349    0.6134    0.6056
    0.1359    0.6149    0.6071
    0.1369    0.6165    0.6087
    0.1379    0.6180    0.6102
    0.1389    0.6195    0.6117
    0.1399    0.6210    0.6132
    0.1409    0.6224    0.6147
    0.1419    0.6238    0.6161
    0.1429    0.6252    0.6175
    0.1439    0.6266    0.6189
    0.1449    0.6280    0.6202
    0.1459    0.6293    0.6216
    0.1469    0.6306    0.6229
    0.1479    0.6319    0.6242
    0.1489    0.6331    0.6254
    0.1499    0.6344    0.6267
    0.1508    0.6356    0.6279
    0.1518    0.6368    0.6291
    0.1528    0.6379    0.6303
    0.1538    0.6391    0.6314
    0.1548    0.6402    0.6326
    0.1558    0.6413    0.6337
    0.1568    0.6424    0.6348
    0.1578    0.6435    0.6359
    0.1588    0.6445    0.6369
    0.1598    0.6455    0.6379
    0.1608    0.6465    0.6390
    0.1618    0.6475    0.6399
    0.1628    0.6485    0.6409
    0.1638    0.6494    0.6419
    0.1648    0.6503    0.6428
    0.1658    0.6512    0.6437
    0.1668    0.6521    0.6446
    0.1678    0.6530    0.6455
    0.1688    0.6538    0.6463
    0.1698    0.6547    0.6472
    0.1708    0.6555    0.6480
    0.1718    0.6563    0.6488
    0.1728    0.6571    0.6496
    0.1738    0.6578    0.6504
    0.1748    0.6586    0.6511
    0.1758    0.6593    0.6518
    0.1768    0.6600    0.6526
    0.1778    0.6607    0.6532
    0.1788    0.6613    0.6539
    0.1798    0.6620    0.6546
    0.1808    0.6626    0.6552
    0.1818    0.6633    0.6559
    0.1828    0.6639    0.6565
    0.1838    0.6644    0.6571
    0.1848    0.6650    0.6577
    0.1858    0.6656    0.6582
    0.1868    0.6661    0.6588
    0.1878    0.6666    0.6593
    0.1888    0.6672    0.6598
    0.1898    0.6677    0.6603
    0.1908    0.6681    0.6608
    0.1918    0.6686    0.6613
    0.1928    0.6691    0.6618
    0.1938    0.6695    0.6622
    0.1948    0.6699    0.6627
    0.1958    0.6703    0.6631
    0.1968    0.6707    0.6635
    0.1978    0.6711    0.6639
    0.1988    0.6715    0.6642
    0.1998    0.6718    0.6646
    0.2008    0.6722    0.6650
    0.2018    0.6725    0.6653
    0.2028    0.6728    0.6656
    0.2038    0.6731    0.6659
    0.2048    0.6734    0.6662
    0.2058    0.6737    0.6665
    0.2068    0.6739    0.6668
    0.2078    0.6742    0.6670
    0.2088    0.6744    0.6673
    0.2098    0.6746    0.6675
    0.2108    0.6748    0.6677
    0.2118    0.6750    0.6679
    0.2128    0.6752    0.6681
    0.2138    0.6754    0.6683
    0.2148    0.6756    0.6685
    0.2158    0.6757    0.6687
    0.2168    0.6759    0.6688
    0.2178    0.6760    0.6689
    0.2188    0.6761    0.6691
    0.2198    0.6762    0.6692
    0.2208    0.6763    0.6693
    0.2218    0.6764    0.6694
    0.2228    0.6765    0.6695
    0.2238    0.6765    0.6695
    0.2248    0.6766    0.6696
    0.2258    0.6766    0.6696
    0.2268    0.6767    0.6697
    0.2278    0.6767    0.6697
    0.2288    0.6767    0.6697
    0.2298    0.6767    0.6698
    0.2308    0.6767    0.6698
    0.2318    0.6767    0.6697
    0.2328    0.6766    0.6697
    0.2338    0.6766    0.6697
    0.2348    0.6766    0.6697
    0.2358    0.6765    0.6696
    0.2368    0.6764    0.6695
    0.2378    0.6764    0.6695
    0.2388    0.6763    0.6694
    0.2398    0.6762    0.6693
    0.2408    0.6761    0.6692
    0.2418    0.6760    0.6691
    0.2428    0.6758    0.6690
    0.2438    0.6757    0.6689
    0.2448    0.6756    0.6688
    0.2458    0.6754    0.6686
    0.2468    0.6753    0.6685
    0.2478    0.6751    0.6683
    0.2488    0.6749    0.6681
    0.2498    0.6747    0.6680
    0.2507    0.6746    0.6678
    0.2517    0.6744    0.6676
    0.2527    0.6741    0.6674
    0.2537    0.6739    0.6672
    0.2547    0.6737    0.6670
    0.2557    0.6735    0.6668
    0.2567    0.6732    0.6665
    0.2577    0.6730    0.6663
    0.2587    0.6727    0.6661
    0.2597    0.6725    0.6658
    0.2607    0.6722    0.6655
    0.2617    0.6719    0.6653
    0.2627    0.6717    0.6650
    0.2637    0.6714    0.6647
    0.2647    0.6711    0.6644
    0.2657    0.6708    0.6641
    0.2667    0.6705    0.6638
    0.2677    0.6701    0.6635
    0.2687    0.6698    0.6632
    0.2697    0.6695    0.6629
    0.2707    0.6691    0.6626
    0.2717    0.6688    0.6622
    0.2727    0.6685    0.6619
    0.2737    0.6681    0.6615
    0.2747    0.6677    0.6612
    0.2757    0.6674    0.6608
    0.2767    0.6670    0.6605
    0.2777    0.6666    0.6601
    0.2787    0.6662    0.6597
    0.2797    0.6658    0.6593
    0.2807    0.6654    0.6589
    0.2817    0.6650    0.6585
    0.2827    0.6646    0.6581
    0.2837    0.6642    0.6577
    0.2847    0.6637    0.6573
    0.2857    0.6633    0.6569
    0.2867    0.6629    0.6564
    0.2877    0.6624    0.6560
    0.2887    0.6620    0.6556
    0.2897    0.6615    0.6551
    0.2907    0.6611    0.6547
    0.2917    0.6606    0.6542
    0.2927    0.6601    0.6538
    0.2937    0.6597    0.6533
    0.2947    0.6592    0.6528
    0.2957    0.6587    0.6523
    0.2967    0.6582    0.6519
    0.2977    0.6577    0.6514
    0.2987    0.6572    0.6509
    0.2997    0.6567    0.6504
    0.3007    0.6562    0.6499
    0.3017    0.6557    0.6494
    0.3027    0.6551    0.6489
    0.3037    0.6546    0.6483
    0.3047    0.6541    0.6478
    0.3057    0.6536    0.6473
    0.3067    0.6530    0.6468
    0.3077    0.6525    0.6462
    0.3087    0.6519    0.6457
    0.3097    0.6514    0.6451
    0.3107    0.6508    0.6446
    0.3117    0.6502    0.6440
    0.3127    0.6497    0.6435
    0.3137    0.6491    0.6429
    0.3147    0.6485    0.6423
    0.3157    0.6479    0.6418
    0.3167    0.6474    0.6412
    0.3177    0.6468    0.6406
    0.3187    0.6462    0.6400
    0.3197    0.6456    0.6394
    0.3207    0.6450    0.6388
    0.3217    0.6444    0.6383
    0.3227    0.6438    0.6377
    0.3237    0.6432    0.6370
    0.3247    0.6425    0.6364
    0.3257    0.6419    0.6358
    0.3267    0.6413    0.6352
    0.3277    0.6407    0.6346
    0.3287    0.6400    0.6340
    0.3297    0.6394    0.6333
    0.3307    0.6387    0.6327
    0.3317    0.6381    0.6321
    0.3327    0.6375    0.6314
    0.3337    0.6368    0.6308
    0.3347    0.6362    0.6301
    0.3357    0.6355    0.6295
    0.3367    0.6348    0.6288
    0.3377    0.6342    0.6282
    0.3387    0.6335    0.6275
    0.3397    0.6328    0.6269
    0.3407    0.6322    0.6262
    0.3417    0.6315    0.6255
    0.3427    0.6308    0.6249
    0.3437    0.6301    0.6242
    0.3447    0.6294    0.6235
    0.3457    0.6287    0.6228
    0.3467    0.6280    0.6221
    0.3477    0.6273    0.6214
    0.3487    0.6266    0.6208
    0.3497    0.6259    0.6201
    0.3506    0.6252    0.6194
    0.3516    0.6245    0.6187
    0.3526    0.6238    0.6180
    0.3536    0.6231    0.6173
    0.3546    0.6224    0.6165
    0.3556    0.6216    0.6158
    0.3566    0.6209    0.6151
    0.3576    0.6202    0.6144
    0.3586    0.6195    0.6137
    0.3596    0.6187    0.6130
    0.3606    0.6180    0.6122
    0.3616    0.6173    0.6115
    0.3626    0.6165    0.6108
    0.3636    0.6158    0.6100
    0.3646    0.6150    0.6093
    0.3656    0.6143    0.6086
    0.3666    0.6135    0.6078
    0.3676    0.6128    0.6071
    0.3686    0.6120    0.6063
    0.3696    0.6113    0.6056
    0.3706    0.6105    0.6048
    0.3716    0.6097    0.6041
    0.3726    0.6090    0.6033
    0.3736    0.6082    0.6025
    0.3746    0.6074    0.6018
    0.3756    0.6067    0.6010
    0.3766    0.6059    0.6003
    0.3776    0.6051    0.5995
    0.3786    0.6043    0.5987
    0.3796    0.6035    0.5979
    0.3806    0.6028    0.5972
    0.3816    0.6020    0.5964
    0.3826    0.6012    0.5956
    0.3836    0.6004    0.5948
    0.3846    0.5996    0.5940
    0.3856    0.5988    0.5933
    0.3866    0.5980    0.5925
    0.3876    0.5972    0.5917
    0.3886    0.5964    0.5909
    0.3896    0.5956    0.5901
    0.3906    0.5948    0.5893
    0.3916    0.5940    0.5885
    0.3926    0.5932    0.5877
    0.3936    0.5924    0.5869
    0.3946    0.5915    0.5861
    0.3956    0.5907    0.5853
    0.3966    0.5899    0.5845
    0.3976    0.5891    0.5837
    0.3986    0.5883    0.5828
    0.3996    0.5874    0.5820
    0.4006    0.5866    0.5812
    0.4016    0.5858    0.5804
    0.4026    0.5850    0.5796
    0.4036    0.5841    0.5788
    0.4046    0.5833    0.5779
    0.4056    0.5825    0.5771
    0.4066    0.5816    0.5763
    0.4076    0.5808    0.5754
    0.4086    0.5800    0.5746
    0.4096    0.5791    0.5738
    0.4106    0.5783    0.5730
    0.4116    0.5774    0.5721
    0.4126    0.5766    0.5713
    0.4136    0.5757    0.5704
    0.4146    0.5749    0.5696
    0.4156    0.5740    0.5688
    0.4166    0.5732    0.5679
    0.4176    0.5723    0.5671
    0.4186    0.5715    0.5662
    0.4196    0.5706    0.5654
    0.4206    0.5698    0.5645
    0.4216    0.5689    0.5637
    0.4226    0.5680    0.5628
    0.4236    0.5672    0.5620
    0.4246    0.5663    0.5611
    0.4256    0.5654    0.5603
    0.4266    0.5646    0.5594
    0.4276    0.5637    0.5585
    0.4286    0.5628    0.5577
    0.4296    0.5620    0.5568
    0.4306    0.5611    0.5560
    0.4316    0.5602    0.5551
    0.4326    0.5593    0.5542
    0.4336    0.5585    0.5534
    0.4346    0.5576    0.5525
    0.4356    0.5567    0.5516
    0.4366    0.5558    0.5507
    0.4376    0.5550    0.5499
    0.4386    0.5541    0.5490
    0.4396    0.5532    0.5481
    0.4406    0.5523    0.5473
    0.4416    0.5514    0.5464
    0.4426    0.5505    0.5455
    0.4436    0.5496    0.5446
    0.4446    0.5487    0.5437
    0.4456    0.5479    0.5429
    0.4466    0.5470    0.5420
    0.4476    0.5461    0.5411
    0.4486    0.5452    0.5402
    0.4496    0.5443    0.5393
    0.4505    0.5434    0.5384
    0.4515    0.5425    0.5375
    0.4525    0.5416    0.5366
    0.4535    0.5407    0.5358
    0.4545    0.5398    0.5349
    0.4555    0.5389    0.5340
    0.4565    0.5380    0.5331
    0.4575    0.5371    0.5322
    0.4585    0.5362    0.5313
    0.4595    0.5353    0.5304
    0.4605    0.5344    0.5295
    0.4615    0.5334    0.5286
    0.4625    0.5325    0.5277
    0.4635    0.5316    0.5268
    0.4645    0.5307    0.5259
    0.4655    0.5298    0.5250
    0.4665    0.5289    0.5241
    0.4675    0.5280    0.5232
    0.4685    0.5271    0.5223
    0.4695    0.5261    0.5214
    0.4705    0.5252    0.5204
    0.4715    0.5243    0.5195
    0.4725    0.5234    0.5186
    0.4735    0.5225    0.5177
    0.4745    0.5215    0.5168
    0.4755    0.5206    0.5159
    0.4765    0.5197    0.5150
    0.4775    0.5188    0.5141
    0.4785    0.5179    0.5131
    0.4795    0.5169    0.5122
    0.4805    0.5160    0.5113
    0.4815    0.5151    0.5104
    0.4825    0.5141    0.5095
    0.4835    0.5132    0.5086
    0.4845    0.5123    0.5076
    0.4855    0.5114    0.5067
    0.4865    0.5104    0.5058
    0.4875    0.5095    0.5049
    0.4885    0.5086    0.5040
    0.4895    0.5076    0.5030
    0.4905    0.5067    0.5021
    0.4915    0.5058    0.5012
    0.4925    0.5048    0.5003
    0.4935    0.5039    0.4993
    0.4945    0.5030    0.4984
    0.4955    0.5020    0.4975
    0.4965    0.5011    0.4965
    0.4975    0.5001    0.4956
    0.4985    0.4992    0.4947
    0.4995    0.4983    0.4938
    0.5005    0.4973    0.4928
    0.5015    0.4964    0.4919
    0.5025    0.4954    0.4910
    0.5035    0.4945    0.4900
    0.5045    0.4936    0.4891
    0.5055    0.4926    0.4882
    0.5065    0.4917    0.4872
    0.5075    0.4907    0.4863
    0.5085    0.4898    0.4853
    0.5095    0.4888    0.4844
    0.5105    0.4879    0.4835
    0.5115    0.4869    0.4825
    0.5125    0.4860    0.4816
    0.5135    0.4850    0.4806
    0.5145    0.4841    0.4797
    0.5155    0.4831    0.4788
    0.5165    0.4822    0.4778
    0.5175    0.4812    0.4769
    0.5185    0.4803    0.4759
    0.5195    0.4793    0.4750
    0.5205    0.4784    0.4741
    0.5215    0.4774    0.4731
    0.5225    0.4765    0.4722
    0.5235    0.4755    0.4712
    0.5245    0.4746    0.4703
    0.5255    0.4736    0.4693
    0.5265    0.4727    0.4684
    0.5275    0.4717    0.4674
    0.5285    0.4707    0.4665
    0.5295    0.4698    0.4655
    0.5305    0.4688    0.4646
    0.5315    0.4679    0.4636
    0.5325    0.4669    0.4627
    0.5335    0.4659    0.4617
    0.5345    0.4650    0.4608
    0.5355    0.4640    0.4598
    0.5365    0.4631    0.4589
    0.5375    0.4621    0.4579
    0.5385    0.4611    0.4570
    0.5395    0.4602    0.4560
    0.5405    0.4592    0.4551
    0.5415    0.4583    0.4541
    0.5425    0.4573    0.4532
    0.5435    0.4563    0.4522
    0.5445    0.4554    0.4512
    0.5455    0.4544    0.4503
    0.5465    0.4534    0.4493
    0.5475    0.4525    0.4484
    0.5485    0.4515    0.4474
    0.5495    0.4505    0.4465
    0.5504    0.4496    0.4455
    0.5514    0.4486    0.4445
    0.5524    0.4476    0.4436
    0.5534    0.4467    0.4426
    0.5544    0.4457    0.4417
    0.5554    0.4447    0.4407
    0.5564    0.4438    0.4397
    0.5574    0.4428    0.4388
    0.5584    0.4418    0.4378
    0.5594    0.4408    0.4369
    0.5604    0.4399    0.4359
    0.5614    0.4389    0.4349
    0.5624    0.4379    0.4340
    0.5634    0.4370    0.4330
    0.5644    0.4360    0.4321
    0.5654    0.4350    0.4311
    0.5664    0.4340    0.4301
    0.5674    0.4331    0.4292
    0.5684    0.4321    0.4282
    0.5694    0.4311    0.4272
    0.5704    0.4301    0.4263
    0.5714    0.4292    0.4253
    0.5724    0.4282    0.4243
    0.5734    0.4272    0.4234
    0.5744    0.4262    0.4224
    0.5754    0.4253    0.4214
    0.5764    0.4243    0.4205
    0.5774    0.4233    0.4195
    0.5784    0.4223    0.4185
    0.5794    0.4214    0.4176
    0.5804    0.4204    0.4166
    0.5814    0.4194    0.4156
    0.5824    0.4184    0.4147
    0.5834    0.4174    0.4137
    0.5844    0.4165    0.4127
    0.5854    0.4155    0.4117
    0.5864    0.4145    0.4108
    0.5874    0.4135    0.4098
    0.5884    0.4125    0.4088
    0.5894    0.4116    0.4079
    0.5904    0.4106    0.4069
    0.5914    0.4096    0.4059
    0.5924    0.4086    0.4049
    0.5934    0.4076    0.4040
    0.5944    0.4067    0.4030
    0.5954    0.4057    0.4020
    0.5964    0.4047    0.4011
    0.5974    0.4037    0.4001
    0.5984    0.4027    0.3991
    0.5994    0.4017    0.3981
    0.6004    0.4008    0.3972
    0.6014    0.3998    0.3962
    0.6024    0.3988    0.3952
    0.6034    0.3978    0.3942
    0.6044    0.3968    0.3933
    0.6054    0.3958    0.3923
    0.6064    0.3949    0.3913
    0.6074    0.3939    0.3903
    0.6084    0.3929    0.3894
    0.6094    0.3919    0.3884
    0.6104    0.3909    0.3874
    0.6114    0.3899    0.3864
    0.6124    0.3889    0.3855
    0.6134    0.3880    0.3845
    0.6144    0.3870    0.3835
    0.6154    0.3860    0.3825
    0.6164    0.3850    0.3815
    0.6174    0.3840    0.3806
    0.6184    0.3830    0.3796
    0.6194    0.3820    0.3786
    0.6204    0.3811    0.3776
    0.6214    0.3801    0.3766
    0.6224    0.3791    0.3757
    0.6234    0.3781    0.3747
    0.6244    0.3771    0.3737
    0.6254    0.3761    0.3727
    0.6264    0.3751    0.3718
    0.6274    0.3741    0.3708
    0.6284    0.3731    0.3698
    0.6294    0.3722    0.3688
    0.6304    0.3712    0.3678
    0.6314    0.3702    0.3668
    0.6324    0.3692    0.3659
    0.6334    0.3682    0.3649
    0.6344    0.3672    0.3639
    0.6354    0.3662    0.3629
    0.6364    0.3652    0.3619
    0.6374    0.3642    0.3610
    0.6384    0.3632    0.3600
    0.6394    0.3623    0.3590
    0.6404    0.3613    0.3580
    0.6414    0.3603    0.3570
    0.6424    0.3593    0.3560
    0.6434    0.3583    0.3551
    0.6444    0.3573    0.3541
    0.6454    0.3563    0.3531
    0.6464    0.3553    0.3521
    0.6474    0.3543    0.3511
    0.6484    0.3533    0.3501
    0.6494    0.3523    0.3492
    0.6503    0.3513    0.3482
    0.6513    0.3503    0.3472
    0.6523    0.3494    0.3462
    0.6533    0.3484    0.3452
    0.6543    0.3474    0.3442
    0.6553    0.3464    0.3433
    0.6563    0.3454    0.3423
    0.6573    0.3444    0.3413
    0.6583    0.3434    0.3403
    0.6593    0.3424    0.3393
    0.6603    0.3414    0.3383
    0.6613    0.3404    0.3373
    0.6623    0.3394    0.3364
    0.6633    0.3384    0.3354
    0.6643    0.3374    0.3344
    0.6653    0.3364    0.3334
    0.6663    0.3354    0.3324
    0.6673    0.3344    0.3314
    0.6683    0.3334    0.3304
    0.6693    0.3324    0.3295
    0.6703    0.3314    0.3285
    0.6713    0.3305    0.3275
    0.6723    0.3295    0.3265
    0.6733    0.3285    0.3255
    0.6743    0.3275    0.3245
    0.6753    0.3265    0.3235
    0.6763    0.3255    0.3226
    0.6773    0.3245    0.3216
    0.6783    0.3235    0.3206
    0.6793    0.3225    0.3196
    0.6803    0.3215    0.3186
    0.6813    0.3205    0.3176
    0.6823    0.3195    0.3166
    0.6833    0.3185    0.3156
    0.6843    0.3175    0.3146
    0.6853    0.3165    0.3137
    0.6863    0.3155    0.3127
    0.6873    0.3145    0.3117
    0.6883    0.3135    0.3107
    0.6893    0.3125    0.3097
    0.6903    0.3115    0.3087
    0.6913    0.3105    0.3077
    0.6923    0.3095    0.3067
    0.6933    0.3085    0.3057
    0.6943    0.3075    0.3048
    0.6953    0.3065    0.3038
    0.6963    0.3055    0.3028
    0.6973    0.3045    0.3018
    0.6983    0.3035    0.3008
    0.6993    0.3025    0.2998
    0.7003    0.3015    0.2988
    0.7013    0.3005    0.2978
    0.7023    0.2995    0.2968
    0.7033    0.2985    0.2959
    0.7043    0.2975    0.2949
    0.7053    0.2965    0.2939
    0.7063    0.2955    0.2929
    0.7073    0.2945    0.2919
    0.7083    0.2935    0.2909
    0.7093    0.2925    0.2899
    0.7103    0.2915    0.2889
    0.7113    0.2905    0.2879
    0.7123    0.2895    0.2869
    0.7133    0.2885    0.2859
    0.7143    0.2875    0.2850
    0.7153    0.2865    0.2840
    0.7163    0.2855    0.2830
    0.7173    0.2845    0.2820
    0.7183    0.2835    0.2810
    0.7193    0.2825    0.2800
    0.7203    0.2815    0.2790
    0.7213    0.2805    0.2780
    0.7223    0.2795    0.2770
    0.7233    0.2785    0.2760
    0.7243    0.2775    0.2750
    0.7253    0.2765    0.2740
    0.7263    0.2755    0.2731
    0.7273    0.2745    0.2721
    0.7283    0.2735    0.2711
    0.7293    0.2725    0.2701
    0.7303    0.2715    0.2691
    0.7313    0.2705    0.2681
    0.7323    0.2695    0.2671
    0.7333    0.2685    0.2661
    0.7343    0.2675    0.2651
    0.7353    0.2665    0.2641
    0.7363    0.2655    0.2631
    0.7373    0.2645    0.2621
    0.7383    0.2635    0.2611
    0.7393    0.2625    0.2602
    0.7403    0.2615    0.2592
    0.7413    0.2605    0.2582
    0.7423    0.2595    0.2572
    0.7433    0.2585    0.2562
    0.7443    0.2575    0.2552
    0.7453    0.2565    0.2542
    0.7463    0.2555    0.2532
    0.7473    0.2545    0.2522
    0.7483    0.2535    0.2512
    0.7493    0.2525    0.2502
    0.7502    0.2515    0.2492
    0.7512    0.2505    0.2482
    0.7522    0.2495    0.2472
    0.7532    0.2485    0.2463
    0.7542    0.2475    0.2453
    0.7552    0.2465    0.2443
    0.7562    0.2455    0.2433
    0.7572    0.2445    0.2423
    0.7582    0.2435    0.2413
    0.7592    0.2425    0.2403
    0.7602    0.2415    0.2393
    0.7612    0.2405    0.2383
    0.7622    0.2395    0.2373
    0.7632    0.2384    0.2363
    0.7642    0.2374    0.2353
    0.7652    0.2364    0.2343
    0.7662    0.2354    0.2333
    0.7672    0.2344    0.2323
    0.7682    0.2334    0.2313
    0.7692    0.2324    0.2303
    0.7702    0.2314    0.2294
    0.7712    0.2304    0.2284
    0.7722    0.2294    0.2274
    0.7732    0.2284    0.2264
    0.7742    0.2274    0.2254
    0.7752    0.2264    0.2244
    0.7762    0.2254    0.2234
    0.7772    0.2244    0.2224
    0.7782    0.2234    0.2214
    0.7792    0.2224    0.2204
    0.7802    0.2214    0.2194
    0.7812    0.2204    0.2184
    0.7822    0.2194    0.2174
    0.7832    0.2184    0.2164
    0.7842    0.2174    0.2154
    0.7852    0.2164    0.2144
    0.7862    0.2154    0.2134
    0.7872    0.2144    0.2124
    0.7882    0.2134    0.2114
    0.7892    0.2124    0.2105
    0.7902    0.2113    0.2095
    0.7912    0.2103    0.2085
    0.7922    0.2093    0.2075
    0.7932    0.2083    0.2065
    0.7942    0.2073    0.2055
    0.7952    0.2063    0.2045
    0.7962    0.2053    0.2035
    0.7972    0.2043    0.2025
    0.7982    0.2033    0.2015
    0.7992    0.2023    0.2005
    0.8002    0.2013    0.1995
    0.8012    0.2003    0.1985
    0.8022    0.1993    0.1975
    0.8032    0.1983    0.1965
    0.8042    0.1973    0.1955
    0.8052    0.1963    0.1945
    0.8062    0.1953    0.1935
    0.8072    0.1943    0.1925
    0.8082    0.1933    0.1915
    0.8092    0.1923    0.1905
    0.8102    0.1913    0.1895
    0.8112    0.1903    0.1885
    0.8122    0.1892    0.1876
    0.8132    0.1882    0.1866
    0.8142    0.1872    0.1856
    0.8152    0.1862    0.1846
    0.8162    0.1852    0.1836
    0.8172    0.1842    0.1826
    0.8182    0.1832    0.1816
    0.8192    0.1822    0.1806
    0.8202    0.1812    0.1796
    0.8212    0.1802    0.1786
    0.8222    0.1792    0.1776
    0.8232    0.1782    0.1766
    0.8242    0.1772    0.1756
    0.8252    0.1762    0.1746
    0.8262    0.1752    0.1736
    0.8272    0.1742    0.1726
    0.8282    0.1732    0.1716
    0.8292    0.1722    0.1706
    0.8302    0.1712    0.1696
    0.8312    0.1701    0.1686
    0.8322    0.1691    0.1676
    0.8332    0.1681    0.1666
    0.8342    0.1671    0.1656
    0.8352    0.1661    0.1646
    0.8362    0.1651    0.1636
    0.8372    0.1641    0.1626
    0.8382    0.1631    0.1616
    0.8392    0.1621    0.1607
    0.8402    0.1611    0.1597
    0.8412    0.1601    0.1587
    0.8422    0.1591    0.1577
    0.8432    0.1581    0.1567
    0.8442    0.1571    0.1557
    0.8452    0.1561    0.1547
    0.8462    0.1551    0.1537
    0.8472    0.1541    0.1527
    0.8482    0.1530    0.1517
    0.8492    0.1520    0.1507
    0.8501    0.1510    0.1497
    0.8511    0.1500    0.1487
    0.8521    0.1490    0.1477
    0.8531    0.1480    0.1467
    0.8541    0.1470    0.1457
    0.8551    0.1460    0.1447
    0.8561    0.1450    0.1437
    0.8571    0.1440    0.1427
    0.8581    0.1430    0.1417
    0.8591    0.1420    0.1407
    0.8601    0.1410    0.1397
    0.8611    0.1400    0.1387
    0.8621    0.1390    0.1377
    0.8631    0.1380    0.1367
    0.8641    0.1370    0.1357
    0.8651    0.1359    0.1347
    0.8661    0.1349    0.1337
    0.8671    0.1339    0.1327
    0.8681    0.1329    0.1317
    0.8691    0.1319    0.1307
    0.8701    0.1309    0.1297
    0.8711    0.1299    0.1287
