         x    Result     Exact
    0.0000    0.0000    0.0000
    0.0909    1.3000    0.5062
    0.1818    1.2894    0.6559
    0.2727    1.1666    0.6619
    0.3636    1.0146    0.6100
    0.4545    0.8585    0.5349
    0.5455    0.7057    0.4503
    0.6364    0.5575    0.3619
    0.7273    0.4136    0.2721
    0.8182    0.2732    0.1816
    0.9091    0.1355    0.0908
    1.0000    0.0000    0.0000
